comentario	usuario	ciudad	puntaje	fecha_viaje	link
Servicio a bordo inigualable, comparado a otras empresas. Con un poco mas de inclinación en las butacas de turista, seria perfecto.	crcampolonghi	Provincia de Buenos Aires, Argentina	5	julio de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640309131-Emirates-World.html#REVIEWS
excelente trato, comida, avión en economy más amplio que otras lineas, muy puntual con hartas medidas de seguridad	Carmen S	Málaga, España	5	octubre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640307755-Emirates-World.html#REVIEWS
El avión más confortable que en otras líneas aéreas ,el personal muy amable y ha sido un vuelo cómodo y tranquilo.	margsrvia	Málaga, España	5	diciembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640256075-Emirates-World.html#REVIEWS
Emirates por Eso es la Número uno siempre están pendientes de ti durante todo el viaje cuidando cada detalle por más que viajes en economíca o en primera la atención es excelente y súper especializada	128ginoz	Lima, Perú	5	enero de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640255877-Emirates-World.html#REVIEWS
He viajado de ida en business class y de vuelta en turista class, puedo decir que la experiencia fue estupenda en ambos casos, mucho lujo en business class y muy comodo en turista class con entretenimiento y buenas películas	Ania1952	Costa Dorada, España	5	diciembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640251655-Emirates-World.html#REVIEWS
Era la primera vez que viajaba con Emirates, y la verdad que esta todo bien!!!! desde la atencion de su tripulacion, como el servicio de comida y entretenimiento a bordo. Una excelente experiencia.	wacoAlberti	alberti	5	agosto de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640241496-Emirates-World.html#REVIEWS
Buen nivel de confort en asientos y espacio entre ellos. la comida buena, pero fue mejor hace 2 años atrás.sigue manteniéndose entre las mejores, pero aparenta que van disminuyendo costos.	Rovina55	Buenos Aires, Argentina	4	noviembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640237491-Emirates-World.html#REVIEWS
En un vuelo de 15 horas lo primordial es la comodidad. La realidad es que pensaba que los asientos eran un poco mas grandes. La comida estaba ok. Pero el servicio fue excelente tanto dentro del avión y en el proceso del check in y recogido de maletas. Es una aereolina que da servicio completo y es costo del pasaje fue bastante modico en comparacion con otras aereolineas. Volveria a viajar con ellos.	cr1sty_07	Orlando, Florida	4	septiembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640237080-Emirates-World.html#REVIEWS
Mientras las aerolineas en su generalidad buscan el rèdito econòmico a costas y costos de lxs pasajerxs, Emirates brinda una atenciòn excelente de su personal, alimentación y bebidas sumamente correctas, y un confort de asientos y espacios.- Sin dudas volveré a elegirla, sin dudas la recomendarè	elisbru	montevideo	4	noviembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640222599-Emirates-World.html#REVIEWS
Excelente !!! Vuelo con escala inicial en Río de Janeiro, muy buena atención, confortable. Del mismo modo los vuelos de Dubái a Yangon y Hanoi a Dubái. Unos días mas en la playa, en Dubái y el regreso a Buenos Aires, reitero Excelente Compañía !!!	nolbertocp	Buenos Aires, Argentina	5	noviembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640222395-Emirates-World.html#REVIEWS
Vuelo desde Buenos Aires a Dubai, con escala en Rio de Janeiro. Yo viajé el tramo de Buenos Aires a Rio de Janeiro. Como dato positivo, en un vuelo de pocas horas sirvieron cena completa. Como dato negativo, el personal se retrasó con el servicio y en un sector de la cabina no ofrecieron bebidas, las que debieron ser reclamadas por los pasajeros, trayendo en una bandeja vasos con agua. La comida no fue tuvo la misma calidad que en otras ocasiones que volé con Emirates, aunque respondió a los estándares de la mayoría de las compañías aéreas. La comodidad de los asientos y la reclinación de los mismos, no difiere de la mayoría de las compañías aéreas. Debe tenerse presente, que los servicios y comodidades, pueden variar de acuerdo a la ruta. En viajes anteriores con la misma empresa hace unos años, advertí mayor comodidad en los asientos y mejor servicio de comida	Alejoria	Buenos Aires, Argentina	3	noviembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640219288-Emirates-World.html#REVIEWS
Gran servicio. Excelente avión. Recomendable completamente. Al punto que mis hijos no quieren viajar por otra aerolínea. El viaje anterior lo habíamos hecho por otra línea (ningún vuelo barato), pero la diferencia es grande.	seba-1081	CABA	5	junio de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640216378-Emirates-World.html#REVIEWS
Un vuelo de ensueño, avión muy cómodo, vuelo tranquilo, comida espectacular, cambio de avión muy cómodo y rápido en Dubai, todo en horario, la tripulacion muy amable, dispuesta a solucionar todo tipo de "problemas". el mejor vuelo de mi vida.	Betovoley	San Juan, Argentina	5	septiembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640213232-Emirates-World.html#REVIEWS
Viajo mucho y para poder hacer esto, lo hago en clase económica, Lo principal de este viaje son las horas de vuelo, somos una pareja de sesentones y no estamos para muchas paradas. El vuelo directo fue de 18hs con escala técnica en San Pablo y lo que lo hizo posible fue el avión. Espacioso no solo entre asientos, también en el ancho. Tan cómodos que comí y dormí todo el viaje. Hablar de comer en esta aerolínea es COMER. Puntuales, el personal atento desde los puestos de check in, azafatas y a llegada a Dubai. Si es una opción en tu camino, no lo dudes!!	AGGAANA	General Las Heras, Argentina	5	octubre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640211018-Emirates-World.html#REVIEWS
Mi experiencia en este vuelo fue muy positiva El avion fenomenal Casi no hacia ruido, en algun momento parecia que volavamos Con motores electricos La tripulacion de 9,5 Muy atentos y dispuestos Hadta el menu estaba bien En general me gusto todo.	patxina	La Rioja, España	4	diciembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640209737-Emirates-World.html#REVIEWS
Una buena compañía con un espacio más razonable para el pasajero que la mayoría de compañías. Es agradable ver que aún hay compañías que se preocupan por el bienestar de los pasajeros y los tratan con amabilidad, no como si se tratara de un transporte de ganado. Hace que los vuelos largos sean verdaderamente más agradables.	Sonia H	Gijón	4	mayo de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640207796-Emirates-World.html#REVIEWS
No es la primera vez que viajamos en esta aerolinia, incluso en esta oportunidad seguimos viaje a Estambul, teniendo una noche de cortesia con desayuno antes de partir al dia siguiente en el hotel cercano al aeropuerto. Se destaca la comodidad de sus butacas , en clase turista mejores que en otras aerolineas, la cantidad de servicios de catering durante todo el vuelo, incluso no en los horarios fijados, siempre hay algo para disponer. Por supuesto la amabilidad de su personal de a bordo, , en general tenemos la suerte de alguna argentina, viajando entre ellos.	Luis R	JUNIN	5	septiembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640206087-Emirates-World.html#REVIEWS
Muy organizados en el check-in en Madrid-Barajas ya que el avion era un A380, Luego el interior de la aeronave no es tan agradable en cuando a colores y confort, Es como si viajases en un autobus gigante. El serivio es normal, la atención de la tripulacion correcta y los asientos no son tan cómodos como los de un A380 de otras compañía (por ejemplo Qatar que es mucho mas agradable en cuanto a interiorismo y confort). Viajas cómodo pero tienes la sensación que sólo te están transportando del punto A al punto B.... otras compañias tienen más detalles, que aunque pequeños, hacen que la experiencia usuario sea por lejos más placentera y para recordar....	dickdonovann	Madrid, España	3	mayo de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640205908-Emirates-World.html#REVIEWS
La atencion de abordo y el servicio de auxiliares y servicio de comida constante hacen mas llevadero el viaje .................. La mesa de atencion en Dubai , increible , igual que el bus al hotel .	arquitectoviajero77	Provincia de Buenos Aires, Argentina	5	octubre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640205042-Emirates-World.html#REVIEWS
La clase turista de Emirates tiene espacios más grandes que otras líneas aéreas. Esto se agradece especialmente porque el viaje es muy largo. Por otro lado tb es excelente el sistema de entretenimiento a bordo	551ata551	Santiago, Chile	5	septiembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640202299-Emirates-World.html#REVIEWS
Fueron 4 vuelos con ellos en el mismo viaje, madrid-Dubái-Tailandia. Los aviones muy nuevos y bien equipados, con sus pantallas grandes con mucho entretenimiento, infinidad de películas, mucha música y juegos para entretenerse. La comida bastante buena para ser de avion, dos comidas y varios snacks. Los azafatos y azafatas muy atentos y centrados en atender a los pasajeros. Bastante espacio para las piernas aunque se tumbe el asiento de adelante.	Daniel O	Lugo, España	5	octubre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640200904-Emirates-World.html#REVIEWS
Otro nivel. Tanto el avión (más grande del mundo), como el servicio están muy por encima del resto de compañías.	fincasc	Lugo, España	5	diciembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640200239-Emirates-World.html#REVIEWS
Es una compañía aérea q suelo utilizar con frecuencia por la comodidad de sus asientos, el buen servicio, la amabilidad del personal, la puntualidad de sus vuelos y las ofertas q ofrece	EMPERATRIZ2016	Madrid, España	5	noviembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640199586-Emirates-World.html#REVIEWS
La atencion y el servicio de catering muy bueno con la excepcion en el vuelo de regreso, ya que al ofrecernos la comida, como estabamos sentados en el sector turista de los asientos 40, no pudimos elegir entre los dos menues, ya que solo quedaba una sola opcion. Esta circunstancia se nos ha reiterado en otras oportunidades. Ademas los asientos 45A y 45B estaban rotos y la azafata no podia arreglarlos Tambien tome nota que algunos asientos estaban vencidos y muy inclinados hacia atras, lo cual dificultaba el pasar atras de ellos y en el momento de comer, y las azafatas tampoco pudieron dar una solucion a este inconveniente. Con todo lo expuesto, saco en conclusion que la calidad de Emirates ha cambiado con el transcurso de los años.	marisa42Argentina	argentina	3	diciembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640198905-Emirates-World.html#REVIEWS
Realice el tramo Bue , Rio , Dubai y sin dudas la linea ofrece un servicio mejor que el de otras aerolineas, ya sea desde tener asientos mas espaciosos como asi tambien el servicio de comidas. Cierto es que superadas las primeras horas de vuelo, al tratarse de una larga travesia, comienza uno a sentir la incomodidad de la clase turista, pero al menos es mas leve en Emirates. Al regreso obtuve el asiento de adelante que te permite estirar totalmente las piernas y hasta pararte ahi adelante, la atencion impecable. Ha sido hasta el momento la mejor linea aerea que he tomado , siendo que viajo al exterior unas 6 o 7 veces al año y acumulo cierta experiencia.	Alesp_03	Buenos Aires, Argentina	5	septiembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640197880-Emirates-World.html#REVIEWS
El servicio a bordo es excelente. El personal súper bien dispuesto y amable. La comida de diez. También salieron y llegaron en el tiempo estimado. Volvería a viajar con ellos sin dudarlo!!	marcela t	Alella, España	5	noviembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640197679-Emirates-World.html#REVIEWS
He volado en varias ocasiones a china pero nunca como con Emirates, el servicio, amabilidad, solo entrar en el avion se respira profesionalidad en todos los aspectos. He tenido la suerte de volar en un 380 el avion comercial mas grande del mundo, espectacular. Las comidas muy buenas a diferencia de otras compañias. Puntualidad y sin sorpresas.	sandracarulla	Alella, España	5	enero de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640196434-Emirates-World.html#REVIEWS
El vuelo es largo, con una escala técnica en Rio, donde se sube bastante gente. La atención de las azafatas es muy correcta. La calidad de los alimentos y bebidas ofrecidos son muy buenos, así como la cantidad de los mismos. El servicio de entretenimiento abordo requiera una modernización, los controles son algo antiguos. La calidad del entretenimiento ofrecida es muy buena, incluso se puede ver TV en vivo, por ejemplo noticieros de las primeras cadenas de noticias del mundo y fútbol de la Premier League de Inglaterra o partidos de la NBA. Asientos cómodos y buen espacio para las piernas. Volvería a viajar en Emirates!!	norberto r	mar del plata, arg	4	diciembre de 2018	https://www.tripadvisor.es/ShowUserReviews-g1-d8729069-r640193202-Emirates-World.html#REVIEWS
